#Fent servir el metode de Euler amb x0=1.000000 , y0=1.000000, z0=1.000000, sigma=10.000000, b=2.666667, r=350.000000, Tmax=100.000000, h=0.010000 ,obtenim els resultats: 
#Temps 			 X 			 Y 			 Z 			 X^2 
0.000000 		 1.000000 		 4.480000 		 0.983333 		 1.000000
28.900566 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.910566 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.920567 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.930567 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.940567 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.950567 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.960567 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.970568 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.980568 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
28.990568 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.000568 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.010569 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.020569 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.030569 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.040569 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.050570 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.060570 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.070570 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.080570 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.090570 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.100571 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.110571 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.120571 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.130571 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.140572 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.150572 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.160572 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.170572 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.180573 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.190573 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.200573 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.210573 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.220573 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.230574 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.240574 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.250574 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.260574 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.270575 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.280575 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.290575 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.300575 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.310575 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.320576 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.330576 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.340576 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.350576 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.360577 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.370577 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.380577 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.390577 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.400578 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.410578 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.420578 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.430578 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.440578 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.450579 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.460579 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.470579 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.480579 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.490580 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.500580 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.510580 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.520580 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.530581 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.540581 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.550581 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.560581 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.570581 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.580582 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.590582 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.600582 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.610582 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.620583 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.630583 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.640583 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.650583 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.660583 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.670584 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.680584 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.690584 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.700584 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.710585 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.720585 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.730585 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.740585 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.750586 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.760586 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.770586 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.780586 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.790586 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.800587 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.810587 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.820587 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.830587 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.840588 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.850588 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.860588 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.870588 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.880589 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.890589 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.900589 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.910589 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.920589 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.930590 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.940590 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.950590 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.960590 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.970591 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.980591 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
29.990591 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.000591 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.010592 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.020592 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.030592 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.040592 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.050592 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.060593 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.070593 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.080593 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.090593 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.100594 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.110594 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.120594 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.130594 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.140594 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.150595 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.160595 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.170595 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.180595 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.190596 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.200596 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.210596 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.220596 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.230597 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.240597 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.250597 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.260597 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.270597 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.280598 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.290598 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.300598 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.310598 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.320599 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.330599 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.340599 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.350599 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.360600 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.370600 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.380600 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.390600 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.400600 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.410601 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.420601 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.430601 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.440601 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.450602 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.460602 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.470602 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.480602 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.490602 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.500603 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.510603 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.520603 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.530603 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.540604 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.550604 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.560604 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.570604 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.580605 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.590605 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.600605 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.610605 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.620605 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.630606 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.640606 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.650606 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.660606 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.670607 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.680607 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.690607 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.700607 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.710608 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.720608 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.730608 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.740608 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.750608 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.760609 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.770609 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.780609 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.790609 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.800610 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.810610 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.820610 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.830610 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.840611 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.850611 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.860611 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.870611 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.880611 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.890612 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.900612 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.910612 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.920612 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.930613 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.940613 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.950613 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.960613 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.970613 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.980614 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
30.990614 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.000614 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.010614 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.020615 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.030615 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.040615 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.050615 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.060616 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.070616 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.080616 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.090616 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.100616 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.110617 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.120617 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.130617 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.140617 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.150618 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.160618 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.170618 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.180618 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.190619 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.200619 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.210619 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.220619 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.230619 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.240620 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.250620 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.260620 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.270620 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.280621 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.290621 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.300621 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.310621 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.320621 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.330622 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.340622 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.350622 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.360622 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.370623 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.380623 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.390623 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.400623 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.410624 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.420624 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.430624 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.440624 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.450624 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.460625 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.470625 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.480625 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.490625 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.500626 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.510626 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.520626 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.530626 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.540627 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.550627 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.560627 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.570627 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.580627 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.590628 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.600628 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.610628 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.620628 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.630629 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.640629 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.650629 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.660629 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.670630 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.680630 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.690630 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.700630 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.710630 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.720631 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.730631 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.740631 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.750631 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.760632 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.770632 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.780632 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.790632 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.800632 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.810633 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.820633 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.830633 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.840633 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.850634 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.860634 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.870634 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.880634 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.890635 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.900635 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.910635 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.920635 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.930635 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.940636 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.950636 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
31.960636 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00 		 -1.#IND00
